Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
"Custom Models, Layers, and Loss Functions with TensorFlow","Custom Models, Layers, and Loss Functions with TensorFlow",DeepLearning.AI,,4.9,994,"DeepLearning.AI
Custom and Distributed Training with TensorFlow
Course
DeepLearning.AI
Generative Deep Learning with TensorFlow
Course
DeepLearning.AI
TensorFlow: Advanced Techniques
Specialization
DeepLearning.AI
Advanced Computer Vision with TensorFlow
Course"
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,,4.7,15950,"Identify the data-to-AI lifecycle on Google Cloud and the major products of big data and machine learning.
Design streaming pipelines with Dataflow and Pub/Sub and dDesign streaming pipelines with Dataflow and Pub/Sub.
Identify different options to build machine learning solutions on Google Cloud.
Describe a machine learning workflow and the key steps with Vertex AI and build a machine learning pipeline using AutoML."
Mastering Software Development in R Specialization,Mastering Software Development in R Specialization,Johns Hopkins University,,4.2,1260,"Build R packages
Custom data visualization and graphics
Data manipulation and wrangling
Produce and scale data science products"
Deploy and Maintain Power BI Assets and Capstone project,Deploy and Maintain Power BI Assets and Capstone project,Microsoft,,4.3,78,"How to create and publish an app in Power BI.
How to implement dynamic reports in Power BI. 
How to implement security measures and alerting in a Power BI report or dashboard."
Sample-based Learning Methods,Sample-based Learning Methods,University of Alberta,,4.8,1219,"University of Alberta
Prediction and Control with Function Approximation
Course
University of Alberta
A Complete Reinforcement Learning System (Capstone)
Course
École Polytechnique
Digital business - Act on the digital world
Course
Institut Mines-Télécom
Digital Business - Understand the digital world
Course"
AI and Climate Change,AI and Climate Change,DeepLearning.AI,,4.8,66,"DeepLearning.AI
AI and Disaster Management
Course
University of Colorado Boulder
What is Climate Change?
Course
University of Copenhagen
Urbanisation and Health - Promoting Sustainable Solutions
Course
DeepLearning.AI
AI for Good
Specialization"
"Capstone: Retrieving, Processing, and Visualizing Data with Python","Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,,4.7,13715,"Make use of unicode characters and strings
Understand the basics of building a search engine
Select and process the data of your choice
Create email data visualizations"
Introduction to Probability and Data with R,Introduction to Probability and Data with R,Duke University,,4.7,5574,"Duke University
Inferential Statistics
Course
Duke University
Data Analysis with R
Specialization
Duke University
Linear Regression and Modeling
Course
Coursera Project Network
خطوط البيانات مع AWS: أنشئ خط بيانات في الوقت الفعلي
Guided Project"
Introduction to Genomic Technologies,Introduction to Genomic Technologies,Johns Hopkins University,,4.6,4478,"Johns Hopkins University
Python for Genomic Data Science
Course
Johns Hopkins University
Genomic Data Science
Specialization
Johns Hopkins University
Algorithms for DNA Sequencing
Course
Johns Hopkins University
Command Line Tools for Genomic Data Science
Course"
Fundamentals of Visualization with Tableau,Fundamentals of Visualization with Tableau,"University of California, Davis",,4.5,6526," Install Tableau Public Software and create a visualization
 Examine and navigate the Tableau Public workspace
 Practice and connect to different data sources
 Examine ways to define your project"
Analyzing and Visualizing Data in Looker,Analyzing and Visualizing Data in Looker,Google Cloud,,4.7,318,"Use dimensions, measures, filters, and pivots to analyze and visualize data
Create advanced metrics instantaneously with table calculations
Create visualizations using Looks and dashboards
Share Looker content with others"
Apply Generative Adversarial Networks (GANs),Apply Generative Adversarial Networks (GANs),DeepLearning.AI,,4.8,510,"DeepLearning.AI
Build Better Generative Adversarial Networks (GANs)
Course
DeepLearning.AI
Build Basic Generative Adversarial Networks (GANs)
Course
University of Pennsylvania
사회적 영향을 위한 비즈니스 전략
Course
DeepLearning.AI
Generative Adversarial Networks (GANs)
Specialization"
Probabilistic Graphical Models 1: Representation,Probabilistic Graphical Models 1: Representation,Stanford University,,4.6,1426,"Stanford University
Probabilistic Graphical Models 3: Learning
Course
Stanford University
Probabilistic Graphical Models 2: Inference
Course
Stanford University
Probabilistic Graphical Models
Specialization
University of California, Santa Cruz
Bayesian Statistics: Capstone Project
Course"
Managing Machine Learning Projects,Managing Machine Learning Projects,Duke University,,4.8,148,"Duke University
Human Factors in AI
Course
Duke University
AI Product Management
Specialization
Duke University
Machine Learning Foundations for Product Managers
Course
Google Cloud
Creating a Real-time Data Pipeline using Eventarc and MongoDB Atlas
Project"
Introduction to Business Analytics,Introduction to Business Analytics,Tableau Learning Partner,,4.7,180,"Demonstrate a foundational knowledge of the business analyst role.
Explain the foundational project management topics and skills used by a BI analyst.
Describe data literacy and its importance for a BI analyst."
Advanced Computer Vision with TensorFlow,Advanced Computer Vision with TensorFlow,DeepLearning.AI,,4.8,472,"DeepLearning.AI
Generative Deep Learning with TensorFlow
Course
DeepLearning.AI
TensorFlow: Advanced Techniques
Specialization
DeepLearning.AI
Custom and Distributed Training with TensorFlow
Course
DeepLearning.AI
Custom Models, Layers, and Loss Functions with TensorFlow
Course"
Basic Statistics,Basic Statistics,University of Amsterdam,,4.6,4375,"University of Amsterdam
Inferential Statistics
Course
University of Amsterdam
Methods and Statistics in Social Sciences
Specialization
Stanford University
Introduction to Statistics
Course
University of Amsterdam
Quantitative Methods
Course"
SQL: A Practical Introduction for Querying Databases,SQL: A Practical Introduction for Querying Databases,IBM,,4.7,265,"Analyze data within a database using SQL.
Create a relational database on Cloud and work with tables.
Write SQL statements including SELECT, INSERT, UPDATE, and DELETE.
Build more powerful queries with advanced SQL techniques like views, transactions, stored procedures and joins. "
"Data Wrangling, Analysis and AB Testing with SQL","Data Wrangling, Analysis and AB Testing with SQL","University of California, Davis",,3.3,931,"Validate and clean a dataset
Assess and create datasets to answer your questions
Solve problems using SQL
Build a simple testing framework to touch on AB Testing"
Supervised Machine Learning: Regression,Supervised Machine Learning: Regression,IBM,,4.7,521,"IBM
Supervised Machine Learning: Classification
Course
IBM
Unsupervised Machine Learning
Course
IBM
Deep Learning and Reinforcement Learning
Course
IBM
Machine Learning Capstone
Course"
